time_step, rms_u, rms_v, rms_w, rms_p
352, 2.84726E-01, 5.45446E-01, 5.71778E-01, 4.00411E-01
353, 2.84599E-01, 5.45853E-01, 5.71485E-01, 4.00875E-01
354, 2.84475E-01, 5.46257E-01, 5.71194E-01, 4.01339E-01
355, 2.84355E-01, 5.46658E-01, 5.70905E-01, 4.01804E-01
356, 2.84238E-01, 5.47056E-01, 5.70618E-01, 4.02269E-01
357, 2.84125E-01, 5.47451E-01, 5.70334E-01, 4.02734E-01
358, 2.84015E-01, 5.47843E-01, 5.70052E-01, 4.03199E-01
359, 2.83909E-01, 5.48232E-01, 5.69772E-01, 4.03665E-01
360, 2.83807E-01, 5.48617E-01, 5.69494E-01, 4.04131E-01
361, 2.83708E-01, 5.49000E-01, 5.69219E-01, 4.04597E-01
362, 2.83613E-01, 5.49379E-01, 5.68945E-01, 4.05063E-01
363, 2.83521E-01, 5.49756E-01, 5.68675E-01, 4.05530E-01
364, 2.83433E-01, 5.50129E-01, 5.68406E-01, 4.05996E-01
